Paper ID,Paper Name,City,State,Website URL,Phone,Mailing Address,County,Chain Owner,CMS Platform,CMS Vendor,Has PDF Edition?,PDF-Only?,Paywall?,Free Public Notices?,Mobile Responsive?,Audit Sources,Audit Notes,Latest Audit Timestamp,Extra Data
4786,The Intelligencer,Wheeling,WV,https://www.theintelligencer.net,,1500 Main St.,Ohio,Ogden Newspapers Inc. (Wheeling-based national chain; publishes Intelligencer & News-Register),WordPress,Manual Review,Yes,No,Yes,Yes,Yes,Heuristic:Ogden+Homepage,"Found 1 PDF links on homepage | Homepage contains article-style link(s): /newslink/, https://www.theintelligencer.net/news/, https://www.theintelligencer.net/news/top-headlines/ | Homepage contains article-style content | Chain heuristic: Ogden, not PDF-only | Chain heuristic: Ogden, default Paywall=Yes | Homepage contains public notice keywords | Viewport meta tag present | Detected chain indicators (Ogden): ogdennews | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:03:53.240131,"{""Frequency"": ""Daily""}"
4787,The Inter-Mountain,Elkins,WV,https://www.theintermountain.com,,PO Box 1339,Randolph,Ogden Newspapers Inc. (owned by Ogden’s Elkins division),WordPress,Manual Review,Yes,No,Yes,Yes,Yes,Heuristic:Ogden+Homepage+RSS,"Homepage contains e-edition style link(s): https://www.mynewsonthego.com/intermountain/ | Homepage contains article-style link(s): /newslink/, https://www.theintermountain.com/news/, https://www.theintermountain.com/news/local-news/ | Homepage contains article-style content | RSS present (indicates article content) | Chain heuristic: Ogden, not PDF-only | Chain heuristic: Ogden, default Paywall=Yes | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected chain indicators (Ogden): ogdennews | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:04:00.918265,"{""Frequency"": ""Daily except Sunday""}"
4788,The Jackson Herald,Ripley,WV,https://www.jacksonnewspapers.com,,PO Box 31,Jackson,Gannett Co. Inc. (Jackson Newspapers / part of USA TODAY Network),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eedition/, /jacksonnews/eedition/, /jacksonnews/eedition/jackson-herald/edition_60f21974-2faf-5ac6-97d4-23793f181fde.html | Homepage contains article-style link(s): /newsletters/, /, /bluegoldnews/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews | Detected vendor indicators (BLOX): tncms, bloximages, townnews | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T16:04:04.844876,"{""Frequency"": ""Wednesday &amp; Saturday""}"
4789,The Jackson Star News,Ravenswood,WV,https://www.jacksonnewspapers.com,,PO Box 10,Jackson,Gannett Co. Inc. (Jackson Newspapers / USA TODAY Network),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eedition/, /jacksonnews/eedition/, /jacksonnews/eedition/jackson-herald/edition_60f21974-2faf-5ac6-97d4-23793f181fde.html | Homepage contains article-style link(s): /newsletters/, /, /bluegoldnews/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews | Detected vendor indicators (BLOX): tncms, bloximages, townnews | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T16:04:08.356405,"{""Frequency"": ""Wednesday and Thursday""}"
4790,The Journal,Martinsburg,WV,https://www.journal-news.net,,PO Box 807,Berkeley,Ogden Newspapers Inc. (Journal Publishing Co.; owned by Ogden),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Heuristic:Ogden+Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition/shepherdstown-public-library-director-honored-with-community-service-award/article_b51974ba-ace4-5a20-8481-b70741f0bf7b.html | Homepage contains article-style link(s): https://www.journal-news.net/users/signup/?referer_url=https%3A%2F%2Fwww.journal-news.net%2F, https://www.journal-news.net/users/login/?referer_url=https%3A%2F%2Fwww.journal-news.net%2F, https://www.journal-news.net/users/admin/ | Homepage contains article-style content | RSS present but contains no entries | Chain heuristic: Ogden, not PDF-only | Chain heuristic: Ogden, default Paywall=Yes | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected chain indicators (Ogden): ogdennews | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews | Detected vendor indicators (BLOX): tncms, bloximages, townnews | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T16:04:12.993577,"{""Frequency"": ""Daily""}"
4791,The Lincoln News Sentinel & Lincoln Journal,Hamlin,WV,https://www.lincolnjournalinc.com,,PO Box 308,Lincoln,Independent (Lincoln Journal Inc.; family-owned),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition/, /eedition/lincoln-journal/edition_6935d104-c769-5a7c-acf4-b82ee241950b.html, /eedition_lns/ | Homepage contains article-style link(s): /sports/high_school_gameday/, /news/, https://www.lincolnjournal.com/special/southern-west-virginia-calendar/article_1c2aa7dc-15bf-5df4-8d26-a52bd86e5823.html | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T16:04:29.070324,"{""Frequency"": ""Wednesday and Saturday""}"
4792,The Logan Banner,Logan,WV,https://www.loganbanner.com,,PO Box 720,Logan,"HD Media Group (part of the southern WV cluster including Williamson, Boone and Gilbert)",BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition/ | Homepage contains article-style link(s): /sports/high_school_gameday/, /news/, https://www.loganbanner.com/special/southern-west-virginia-calendar/article_8f52b27b-3769-562e-82bf-ed0d56f9f58c.html | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T16:04:33.748170,"{""Frequency"": ""Daily except Saturday and Sunday""}"
4793,Mineral Daily News-Tribune,Keyser,WV,https://www.newstribune.info,,PO Box 879,Mineral,Ogden Newspapers Inc. (Keyser-based daily owned by Ogden),Manual Review,Manual Review,No,Manual Review,No,No,Manual Review,None,"No paywall signals found | No notices found | No homepage HTML available | No homepage HTML available | No homepage HTML available | Homepage fetch failed: HTTPSConnectionPool(host='www.newstribune.info', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)'))) | Overrides applied: chain_owner",2025-12-11T15:59:14.962909,"{""Frequency"": ""Monday through Friday""}"
4794,The Monroe Watchman,Union,WV,https://www.themonroewatchman.com,,PO Box 179,Monroe,Independent (Historic weekly founded 1872; family-operated),SquareSpace,SquareSpace,No,No,Yes,No,Yes,Homepage+Sitemap,"Homepage contains article-style link(s): /general-1-3, /general-1 | Homepage contains article-style content | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (SquareSpace): squarespace, squarespace-cdn | Detected vendor indicators (SquareSpace): squarespace, squarespace-cdn | Overrides applied: chain_owner",2025-12-11T16:11:59.181303,"{""Frequency"": ""Thursday""}"
4795,The Montgomery Herald,Montgomery,WV,https://www.montgomeryherald.com,,PO Box 240,Fayette,HD Media Group (Fayette County cluster with Fayette Tribune),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition, /eedition/, /eedition/edition_b5279563-4678-54e5-b485-218e4bef482d.html | Homepage contains article-style link(s): /news, /news/top_stories/, /news/sheriffs_reports/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T16:21:24.133738,"{""Frequency"": ""Wednesday""}"
4796,The Moorefield Examiner,Moorefield,WV,https://www.moorefieldexaminer.com,,PO Box 380,Hardy,Independent (Hardy County Publishing Co.; family-owned),WordPress,Manual Review,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://moorefieldexaminer.com/2025/12/09/moorefield-examiner-eedition-december-10-2025/ | Homepage contains article-style link(s): https://mountainmedianews.com, https://moorefieldexaminer.com/category/sports/, https://moorefieldexaminer.com/category/breaking-news/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:04:51.828834,"{""Frequency"": ""Wednesday""}"
4797,The Morgan Messenger,Berkeley Springs,WV,https://www.morganmessenger.com,,PO Box 567,Morgan,Independent (Tri-State Publications Inc.; same owners as Hancock News MD),WordPress,Manual Review,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://www.morganmessenger.com/2023/04/17/state-postpones-tuesday-hearing-on-cacapon-rv-proposals/, https://www.morganmessenger.com/e-paper/ | Homepage contains article-style link(s): https://www.morganmessenger.com/category/news/, https://www.morganmessenger.com/category/sports/, https://www.morganmessenger.com/category/school-news/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:04:56.044947,"{""Frequency"": ""Wednesday""}"
4798,Moundsville Echo,Moundsville,WV,mailto:mdsvecho@gmail.com,,PO Box 369,Marshall,Independent (Locally owned; small weekly publication),Manual Review,Manual Review,No,No,No,No,Yes,Homepage,"No paywall signals found | No notices found | Viewport meta tag present | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T15:59:23.558515,"{""Frequency"": ""Thursday""}"
4799,Mingo Messenger,Williamson,WV,http://www.mingomessenger.com,,84 East 3rd Avenue Suite 11,Mingo,Independent (Local digital/print startup unaffiliated with HD Media),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition/, /magazines/ | Homepage contains article-style link(s): /news/, /sports/, /sports_photos/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T15:59:20.239778,"{""Frequency"": ""Friday""}"
4800,Mountain Messenger,Lewisburg,WV,https://mountainmessenger.com,,PO Box 429,Greenbrier,Mountain Media LLC (local community weekly group),WordPress,Manual Review,No,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains article-style link(s): https://mountainmedianews.com, https://mountainmedianews.com/mm/west-virginia/, https://mountainmedianews.com/mm/national/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T15:59:30.509335,"{""Frequency"": ""Saturday""}"
4801,The Mountain Statesman,Grafton,WV,https://www.mountainstatesman.com,,PO Box 218,Taylor,NCWV Media (formerly News Media Corp. now part of WV News),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eedition/, /mountainstatesman/eedition/, /mountainstatesman/eedition/mountain-statesman/edition_1e58a9d2-f5ed-5dc8-ba25-5563711763a1.html | Homepage contains article-style link(s): /newsletters/, /, /bluegoldnews/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews | Detected vendor indicators (BLOX): tncms, bloximages, townnews | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T16:04:59.729375,"{""Frequency"": ""Monday, Wednesday, &amp; Friday""}"
4802,The Nicholas Chronicle,Summersville,WV,https://www.nicholaschronicle.com,,PO Box 503,Nicholas,Nicholas County Publishing Co. (locally owned family weekly),Custom,Ramco Technologies Online,Yes,No,Yes,Yes,No,Homepage,"Homepage contains paywall keywords | Homepage contains public notice keywords | No responsive indicators | Overrides applied: chain_owner, cms_platform, cms_vendor, has_pdf",2025-12-11T16:05:03.734934,"{""Frequency"": ""Thursday""}"
4803,The Parkersburg News & Sentinel,Parkersburg,WV,https://www.newsandsentinel.com,,PO Box 1787,Wood,Ogden Newspapers Inc. (major WV/Oh Valley chain),WordPress,Manual Review,Yes,No,Yes,Yes,Yes,Heuristic:Ogden+Homepage,"Homepage contains e-edition style link(s): https://mynewsonthego.com/newsandsent/ | Homepage contains article-style link(s): /newslink/, /, https://www.newsandsentinel.com/news/ | Homepage contains article-style content | Chain heuristic: Ogden, not PDF-only | Chain heuristic: Ogden, default Paywall=Yes | Homepage contains public notice keywords | Viewport meta tag present | Detected chain indicators (Ogden): ogdennews | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:05:44.486902,"{""Frequency"": ""Daily""}"
4804,The Parsons Advocate,Parsons,WV,https://www.parsonsadvocate.com,,212 Main St.,Tucker,Mountain Media LLC (community weekly group),WordPress,Manual Review,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains article-style link(s): https://mountainmedianews.com, https://mountainmedianews.com/mm/national/, https://mountainmedianews.com/mm/west-virginia/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner, has_pdf",2025-12-11T16:25:26.730361,"{""Frequency"": ""Wednesday""}"
4805,The Parthenon,Huntington,WV,https://www.marshallparthenon.com,,109 Communications Building – 1 John Marshall Dr,Wayne,Marshall University Student Media (university-owned),WordPress,Manual Review,No,No,Yes,No,Yes,Homepage+RSS+Sitemap,"Homepage contains article-style link(s): https://marshallparthenon.com/40964/news/giving-new-life-to-an-old-gem/, https://marshallparthenon.com/40972/sports/from-playing-for-the-herd-to-protecting-the-herd/, https://marshallparthenon.com/40949/news/amicus-curiae-series-awaiting-grant-funding/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:06:02.701719,"{""Frequency"": ""Tuesday- Friday""}"
4806,The Pendleton Times,Franklin,WV,https://www.pendletontimes.com,,PO Box 906,Pendleton,Mountain Media LLC (community weekly group),WordPress,Manual Review,No,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains article-style link(s): https://mountainmedianews.com/, https://pendletontimes.com/category/content/sports/, https://mountainmedianews.com/mm/west-virginia/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:06:13.579107,"{""Frequency"": ""Thursday""}"
4807,The Pennsboro News,Pennsboro,WV,https://www.ritchiecountynews.com,,PO Box 368,Ritchie,Independent (local weekly; Ritchie County Publishing),WordPress,Websites For Newspapers,Yes,Yes,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://2213.newstogo.us/editionviewer/default.aspx?Publication=9d0b36e2-7e68-472a-a5d1-b9aaa741c288 | Homepage contains article-style link(s): https://www.ritchiecountynews.com/contact-us/, https://2213.newstogo.us/editionviewer/default.aspx?Publication=9d0b36e2-7e68-472a-a5d1-b9aaa741c288, https://2213.newstogo.us/editionviewer/default.aspx?Publication=9d0b36e2-7e68-472a-a5d1-b9aaa741c288&view=subscribe | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wp-json | Detected vendor indicators (Websites For Newspapers): websitesfornewspapers | Overrides applied: chain_owner, pdf_only",2025-12-11T16:13:01.390951,"{""Frequency"": ""Wednesday""}"
4808,The Pocahontas Times,Marlinton,WV,https://www.pocahontastimes.com,,206 Eighth St,Pocahontas,The Pocahontas Times Inc. (locally owned heritage weekly),WordPress,Manual Review,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://pocahontastimes.com/category/mountain-times/compass-eedition/ | Homepage contains article-style link(s): https://mountainmedianews.com, https://mountainmedianews.com/category/local-stories/national-news/, https://mountainmedianews.com/category/local-stories/wv-state-news/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:06:26.470492,"{""Frequency"": ""Thursday""}"
4809,River Cities Tribune and Register,Point Pleasant,WV,https://www.newsandsentinel.com/tribune,,510 Main St.,Mason,Ogden Newspapers Inc. (owns Point Pleasant daily/weekly),Manual Review,Manual Review,No,Manual Review,No,No,Manual Review,None,No paywall signals found | No notices found | No homepage HTML available | No homepage HTML available | No homepage HTML available | Homepage fetch returned HTTP 404 | Overrides applied: chain_owner,2025-12-11T16:00:38.851982,"{""Frequency"": ""Day previous""}"
4810,Preston County Journal,Kingwood,WV,https://www.wvnews.com/prestoncountynews,,PO Box 587,Preston,Independent (locally owned weekly; published under Preston County News umbrella),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS,"Homepage contains e-edition style link(s): /eedition/, /newsfeed/us/time-magazine-names-architects-of-ai-as-its-person-of-the-year-for-2025/article_7aaba78f-3182-512c-b867-0b688262e9a1.html, /prestoncountynews/eedition/ | Homepage contains article-style link(s): /newsletters/, /, /bluegoldnews/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T15:59:36.741696,"{""Frequency"": ""Wednesday""}"
4811,Preston County News,Kingwood,WV,https://www.wvnews.com/prestoncountynews,,PO Box 587,Preston,WV News (part of WV News/NCWV Media regional group),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS,"Homepage contains e-edition style link(s): /eedition/, /newsfeed/us/time-magazine-names-architects-of-ai-as-its-person-of-the-year-for-2025/article_7aaba78f-3182-512c-b867-0b688262e9a1.html, /prestoncountynews/eedition/ | Homepage contains article-style link(s): /newsletters/, /, /bluegoldnews/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T15:59:40.846713,"{""Frequency"": ""Saturday""}"
4812,Princeton Times,Princeton,WV,http://www.ptonline.net,,PO Box 1199,Mercer,Ogden Newspapers Inc. (Princeton Times Co.),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Found 1 PDF links on homepage | Homepage contains article-style link(s): /news/, /news/local_news/, /news/lifestyles/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T15:59:46.910589,"{""Frequency"": ""Friday""}"
4813,Record – Delta,Buckhannon,WV,https://www.therecorddelta.com,,PO Box 550,Upshur,News Media Corporation (semi-weekly daily group),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eedition/, /recorddelta/eedition/, /recorddelta/eedition/record-delta/edition_dc62a037-157c-5da3-9e13-0e12ae8decd7.html | Homepage contains article-style link(s): /newsletters/, /, /bluegoldnews/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews | Detected vendor indicators (BLOX): tncms, bloximages, townnews | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T15:59:50.536169,"{""Frequency"": ""Monday, Wednesday, &amp; Friday""}"
4814,The Register-Herald,Beckley,WV,https://www.register-herald.com,,PO Box 801,Raleigh,Community Newspaper Holdings Inc. (CNHI),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /e-edition, /e-edition/, https://niagara-gazette-cnhi.newsmemory.com/?special=Explore | Homepage contains article-style link(s): https://visitor.r20.constantcontact.com/d.jsp?llr=yzoml49ab&p=oi&m=1128481045304&sit=7g8vgcwlb&f=22f56e73-27be-4c5b-a29e-59302efb08ac, https://niagara-gazette-cnhi.newsmemory.com/?special=Explore, /news/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T16:06:30.818848,"{""Frequency"": ""Daily""}"
4815,Ritchie Gazette,Harrisville,WV,N/A,,PO Box 215,Ritchie,Independent (locally owned weekly),Manual Review,Manual Review,No,Manual Review,No,No,Manual Review,None,"No paywall signals found | No notices found | No homepage HTML available | No homepage HTML available | No homepage HTML available | Homepage fetch failed: HTTPSConnectionPool(host='n', port=443): Max retries exceeded with url: /A (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x110c7d950>: Failed to resolve 'n' ([Errno 8] nodename nor servname provided, or not known)"")) | Overrides applied: chain_owner",2025-12-11T16:00:02.897928,"{""Frequency"": ""Thursday""}"
4816,Shepherdstown Chronicle,Shepherdstown,WV,https://www.shepherdstownchronicle.com,,PO Box 2088,Jefferson,Independent (Shepherdstown Chronicle LLC),WordPress,Manual Review,No,No,No,Yes,Yes,Homepage,"Homepage contains article-style link(s): https://www.shepherdstownchronicle.com/news/, https://www.shepherdstownchronicle.com/news/local-news/, https://www.shepherdstownchronicle.com/news/county-news/ | Homepage contains article-style content | No paywall signals found | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:00:50.716923,"{""Frequency"": ""Friday""}"
4817,Shinnston News & Journal,Shinnston,WV,https://shinnstonnews.com,,PO Box 187,Harrison,Harrison County Publishing Co. / Mountain Media LLC (regional weekly operator),WordPress,Manual Review,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://shinnstonnews.com/category/e-edition/ | Homepage contains article-style link(s): https://mountainmedianews.com, https://shinnstonnews.com/subscribe, https://shinnstonnews.com/category/e-edition/ | Homepage contains article-style content | RSS present (indicates article content) | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:00:58.783881,"{""Frequency"": ""Thursday""}"
4818,The Spirit of Jefferson Advocate,Charles Town,WV,https://www.spiritofjefferson.com,,PO Box 966,Jefferson,Independent (locally owned heritage weekly),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition/edition_50042bd2-7a35-5803-897e-c6a3512c0333.html, https://www.spiritofjefferson.com/eedition/ | Homepage contains article-style link(s): https://www.spiritofjefferson.com/news/local/, https://www.spiritofjefferson.com/news/state/, https://www.spiritofjefferson.com/sports/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T16:06:34.085327,"{""Frequency"": ""Thursday""}"
4819,St. Mary’s Oracle,St. Marys,WV,https://www.oracleandleader.com,,PO Box 27,Pleasants,West Central Publishing Inc. (local chain),WordPress,Websites For Newspapers,Yes,No,Yes,No,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://2202.newstogo.us/editionviewer/default.aspx?Publication=a82fc50d-794c-4b52-a545-9687c0b08485 | Homepage contains article-style link(s): https://2202.newstogo.us/editionviewer/default.aspx?Publication=a82fc50d-794c-4b52-a545-9687c0b08485, https://2202.newstogo.us/editionviewer/default.aspx?Publication=a82fc50d-794c-4b52-a545-9687c0b08485&view=subscribe, https://2202.newstogo.us/editionviewer/default.aspx?Publication=a82fc50d-794c-4b52-a545-9687c0b08485&view=archives | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | No notices found | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wp-json | Detected vendor indicators (Websites For Newspapers): websitesfornewspapers | Overrides applied: chain_owner",2025-12-11T16:01:53.605550,"{""Frequency"": ""Wednesday and Saturday""}"
4820,The Times Record & Roane County Reporter,Spencer,WV,https://www.thetimesrecord.net,,210 E Main St,Roane,Independent (Roane Publishing Co.; family-owned weekly pair serving Roane County),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eedition/, /newsfeed/us/time-magazine-names-architects-of-ai-as-its-person-of-the-year-for-2025/article_7aaba78f-3182-512c-b867-0b688262e9a1.html, /spencernews/eedition/ | Homepage contains article-style link(s): /newsletters/, /, /bluegoldnews/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews | Detected vendor indicators (BLOX): tncms, bloximages, townnews | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T16:07:07.969461,"{""Frequency"": ""Thursday""}"
